"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"RAB5B",0.494443002064823,6.46522167789408,12.8579886069632,2.83493503688679e-31,2.28003833587623e-30,59.5571233626823,"NOT"
"TMEM101",1.07118017443883,4.23634975034613,12.8426385248957,3.2446145317851e-31,2.60331172082267e-30,59.5489057207512,"UP"
"RNF141",0.658206724250162,4.1396995429339,12.8410264934808,3.29092384431986e-31,2.63956950602763e-30,59.5175105340694,"NOT"
"CISD1",0.906465312598842,4.16048493032631,12.8370102757892,3.40918481967327e-31,2.7307072291593e-30,59.4976305761313,"NOT"
"WIBG",0.667970196332757,4.25636071596303,12.8399925584173,3.32097224720244e-31,2.66276458446609e-30,59.4958506300623,"NOT"
"GARS",1.10191325541008,5.69917785404384,12.8463040641126,3.14171730714864e-31,2.523328861377e-30,59.4692616336394,"UP"
"MRPS24",0.870380834694106,5.57700607898117,12.8461862489957,3.14497339344772e-31,2.52508371266155e-30,59.4653574915659,"NOT"
"TMEM223",0.888147296496368,3.70043082949623,12.8268489914769,3.72765564366394e-31,2.9777033713348e-30,59.4645076591508,"NOT"
"EBAG9",0.928207498113571,4.18271068686446,12.8332986685018,3.52223929042784e-31,2.81838923262917e-30,59.4627745880947,"NOT"
"RP11-574K11.32",-1.98319374402785,1.64219660035892,-12.8104234919067,4.30634211515093e-31,3.43298622524359e-30,59.4454891139153,"DOWN"
"BOLA3",1.25928593756455,2.96556227603927,12.8100113869518,4.32195842003471e-31,3.44427065028662e-30,59.4386707154384,"UP"
"CDC73",0.86269489495815,4.04498597050248,12.8281782794543,3.68436421107272e-31,2.94411923890228e-30,59.4298275214806,"NOT"
"GPM6B",-1.65887645166278,-1.0813199729856,-12.7762774825767,5.81172088939779e-31,4.60968023303412e-30,59.4135717898962,"DOWN"
"PAF1",0.70468713463724,5.46612904824027,12.8398668997838,3.32464275130174e-31,2.6648012096714e-30,59.4093787026806,"NOT"
"TMEM258",0.923022884313194,5.28038879457237,12.836255200961,3.4318872223087e-31,2.74702470259705e-30,59.3932963198087,"NOT"
"ATF6",0.899630946091742,5.62533993654942,12.836263909542,3.4316245292349e-31,2.74702470259705e-30,59.377791137871,"NOT"
"RD3L",-2.77944654198009,-5.012317739505,-12.7625809626484,6.55381325638554e-31,5.18781195073124e-30,59.3722819605718,"DOWN"
"AP001065.7",-2.4525978216334,-4.40744885411318,-12.7553486054169,6.9830359850109e-31,5.52386266022355e-30,59.3114695938792,"DOWN"
"SREK1IP1",0.798518126358335,3.6536204413295,12.8061718715052,4.47019342129038e-31,3.55999559189453e-30,59.2823030826203,"NOT"
"CDKN2A",4.38735484500602,0.584106929525331,12.7585934865284,6.78709987613679e-31,5.37067154683359e-30,59.2787181712814,"UP"
"TXNDC9",0.798449872647118,3.59433493166635,12.8018513863237,4.64306587748795e-31,3.69517190850856e-30,59.2523486141146,"NOT"
"GOLGA8S",-2.02593803148503,-1.69961155691953,-12.7547056322434,7.02252492649117e-31,5.55323650091166e-30,59.2513161209598,"DOWN"
"AC104809.2",-4.51240152206677,-0.567268001764087,-12.7696576164916,6.15930353729955e-31,4.88208682867391e-30,59.2412734189865,"DOWN"
"RP11-188P20.3",-1.8077175901991,-2.8583473867115,-12.7470356208047,7.51110927606945e-31,5.93163748625746e-30,59.2299233376441,"DOWN"
"FGF23",-3.97154054696678,-4.04220044960792,-12.745878409608,7.58770974672195e-31,5.9901233040682e-30,59.2102611380547,"DOWN"
"HADHAP1",-2.11229311673808,-5.06337558096358,-12.7439183212787,7.71923652400283e-31,6.08987826574025e-30,59.2089471219127,"DOWN"
